Form,URL,Status
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000114/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000116/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000108/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000113/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000110/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000112/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000109/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000104/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000106/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000107/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000111/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000105/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000074/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000087/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000072/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000073/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000071/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000069/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000070/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000068/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000058/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000056/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000059/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000057/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000054/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000055/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000053/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176624000045/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000042/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000040/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000036/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000038/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000032/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000034/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176624000026/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000030/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000020/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176624000028/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176624000023/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000019/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000017/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000016/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000018/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000015/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000011/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000115/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000013/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000112/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176624000014/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000111/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000110/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000109/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000106/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000108/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000107/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000103/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000105/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000104/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000101/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000100/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000082/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000102/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000098/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000080/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000077/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000099/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000075/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000070/,Failed (429)
3,https://www.sec.gov/Archives/edgar/data/731766/000073176623000068/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123053214/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000073176623000066/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000061/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123051919/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123053109/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123051922/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123051917/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123051915/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000058/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123051912/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123051901/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123051904/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123051907/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050312/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050278/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050280/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050276/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050279/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050270/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050271/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050269/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050275/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050277/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050272/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050267/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050268/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050266/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123047853/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050265/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123050264/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123045822/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123046068/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123043077/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123043078/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000049/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123041621/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123041623/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123041620/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123041609/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123041615/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123041613/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123041618/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040229/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123041619/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040226/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040223/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040225/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040228/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040216/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040221/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040220/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040212/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040217/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040215/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040211/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040209/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040207/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123040210/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123035407/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123035410/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000044/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123035089/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000042/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000031/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123035088/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123026294/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000119312523127633/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123025620/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000119312523113025/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000026/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123025227/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123023300/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123023298/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123023289/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123023294/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123023279/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020822/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123023269/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123023272/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000119312523082238/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123023283/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020824/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020820/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020821/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020818/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020817/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020814/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020811/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020812/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020813/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020809/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020810/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020806/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020808/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123013407/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123013408/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123013404/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123013406/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123013402/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123013405/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123020807/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123012153/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123013403/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123013400/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123012152/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123012150/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123012149/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123009870/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123012148/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123012145/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123009871/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123009868/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123009869/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123009867/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176623000003/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123009866/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123001840/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123001842/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123001821/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123001836/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123001847/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123001806/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123001811/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123001802/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919123001797/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061465/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061464/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061460/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061463/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061459/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061457/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061456/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061454/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061452/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061453/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061448/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061451/,Failed (429)
3,https://www.sec.gov/Archives/edgar/data/731766/000120919122061191/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061447/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000051/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122061446/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122060113/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000046/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000048/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000119312522272540/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122060516/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122052395/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000041/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122052389/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122052393/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122052387/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122052382/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122055990/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122052384/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122052398/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050909/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050905/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000110465922104936/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050908/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050907/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050929/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050899/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050904/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050901/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050902/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050896/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050894/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050876/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050892/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050883/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000038/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122050878/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122048026/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122046845/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122045968/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122043563/,Failed (429)
8-K,https://www.sec.gov/Archives/edgar/data/731766/000073176622000033/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122042565/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122043412/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122040767/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122040771/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122040775/,Failed (429)
4,https://www.sec.gov/Archives/edgar/data/731766/000120919122040764/,Failed (429)
